rating,comm,date,playtime,comm_ready,rating_bool
Recommended,Имба....,Posted: 15 Apr @ 2:42am,8.2 hrs last two weeks / 8.8 hrs on record(5.4 hrs at review time),имб,1
Not Recommended,"спасибо дорогие разработчики этой игры. спасибо за супер крутую графику в соревновательной игре, я прям чувствую когда симпл остаётся 1 в 5 на чемпионате миря и рассматривает переливание водичке в коктейле Молотова",Posted: 15 Apr @ 2:41am,3.0 hrs last two weeks / 139.9 hrs on record(137.0 hrs at review time),дорогой разработчик игра супер крутой график соревновательный игра прям чувствовать симпл оставаться чемпионат мирить рассматривать переливание водичка коктейль молотов,0
Recommended,Как способ заработка подойдет!,Posted: 15 Apr @ 2:38am,1.8 hrs last two weeks / 736.0 hrs on record(734.2 hrs at review time),способ заработок подойти,1
Recommended,хорошая игра,Posted: 15 Apr @ 2:33am,6.2 hrs last two weeks / 241.2 hrs on record(238.2 hrs at review time),хороший игра,1
Not Recommended,очен класная игра мне нравится хочу болше играть в эту игру,Posted: 15 Apr @ 2:26am,37.8 hrs last two weeks / 504.6 hrs on record(492.8 hrs at review time),очный класный игра нравиться хотеть болш играть игра,0
Recommended,"Хорошая игра, хорошая графика, рекомендуюю!",Posted: 15 Apr @ 2:23am,13.2 hrs last two weeks / 15.4 hrs on record(6.0 hrs at review time),хороший игра хороший графика рекомендуий,1
Recommended,"адни неверлузи тупие пападютса на калашах нивазможна вицти с них, а так игра гавно верните кс 1.6",Posted: 15 Apr @ 1:59am,35.2 hrs last two weeks / 187.7 hrs on record(178.2 hrs at review time),адень неверлузи тупий пападютс калаша нивазможный вицть они игра гавный вернуть кс,1
Recommended,"Cheats simulator 2""""- топовая игра. Вы спросите, где """"Cheats simulator 1"""" я отвечу, это """"Team fortres 2"""".",Posted: 15 Apr @ 1:42am,4.7 hrs last two weeks / 41.3 hrs on record(39.2 hrs at review time),cheats simulator топовый игра спросить cheats simulator ответить team fortres,1
Recommended,Имба,Posted: 15 Apr @ 1:35am,8.9 hrs last two weeks / 8.9 hrs on record(2.9 hrs at review time),имб,1
Not Recommended,ну такое,Posted: 15 Apr @ 1:34am,11.4 hrs last two weeks / 918.9 hrs on record(913.1 hrs at review time),,0
Recommended,да,Posted: 15 Apr @ 1:34am,2.5 hrs last two weeks / 141.1 hrs on record(138.6 hrs at review time),,1
Recommended,ююю,Posted: 15 Apr @ 1:12am,13.2 hrs last two weeks / 74.3 hrs on record(62.4 hrs at review time),ююю,1
Recommended,"Игра прикольная, ток ничего не помню, ну там тип вроде пиу пау контр террор вин чёт прикольно, а так в неё не играл",Posted: 15 Apr @ 1:10am,1.9 hrs last two weeks / 154.1 hrs on record(152.9 hrs at review time),игра прикольный ток помнить тип вроде пиу пау контры террор вино чёт прикольно играть,1
Recommended,"Бессмысленная игра, мне понравилось.",Posted: 15 Apr @ 1:05am,6.3 hrs last two weeks / 39.8 hrs on record(35.8 hrs at review time),бессмысленный игра понравиться,1
Recommended,Игра классная,Posted: 15 Apr @ 12:51am,59.7 hrs last two weeks / 255.8 hrs on record(217.6 hrs at review time),игра классный,1
Not Recommended,Античит пофиксят норм будет,Posted: 15 Apr @ 12:50am,4.2 hrs last two weeks / 88.6 hrs on record(86.3 hrs at review time),античит пофиксить норма,0
Recommended,залупа,Posted: 15 Apr @ 12:32am,"86.8 hrs last two weeks / 1,086.9 hrs on record(1,046.0 hrs at review time)",залупа,1
Recommended,ну типа у меня ушла мать так что мне нравится)),Posted: 15 Apr @ 12:10am,14.4 hrs last two weeks / 133.5 hrs on record(123.8 hrs at review time),тип уйти нравиться,1
Not Recommended,"Говно. Скачиваешь 2-3 часа, а потом понимаешь что твой супер комп не тянет.",Posted: 15 Apr @ 12:07am,11.2 hrs last two weeks / 14.7 hrs on record(3.6 hrs at review time),говно скачивать час понимать супер комп тянуть,0
Recommended,"иди поиграй с русскими, ты чему-то научишься",Posted: 15 Apr @ 12:07am,8.9 hrs last two weeks / 429.8 hrs on record(425.6 hrs at review time),поиграть русский что то научиться,1
Recommended,ТОП,Posted: 15 Apr @ 12:00am,15.3 hrs last two weeks / 654.2 hrs on record(648.9 hrs at review time),топ,1
Recommended,76к8г,Posted: 14 Apr @ 11:59pm,0.6 hrs last two weeks / 7.7 hrs on record,76к8г,1
Recommended,Бо,Posted: 14 Apr @ 11:50pm,43.3 hrs last two weeks / 189.4 hrs on record(167.7 hrs at review time),бо,1
Recommended,игра на 30 минут,Posted: 14 Apr @ 11:42pm,29.8 hrs last two weeks / 912.9 hrs on record(903.3 hrs at review time),игра 30 минута,1
Recommended,В игре бургеры не продают а прайм скины срет,Posted: 14 Apr @ 11:42pm,34.6 hrs last two weeks / 34.6 hrs on record(11.4 hrs at review time),игра бургер продавать прайма скин срет,1
